customer_unique_id,total_pedidos,valor_total,primeiro_pedido,ultimo_pedido,tempo_vida_cliente,dias_sem_comprar,status_cliente,tipo_cliente
02e4c56fefa30628768ffe326d332e2f,2,96.63,"2017-03-29 19:09:42","2018-01-11 12:07:15",288,2997,CHURN,RECORRENTE
02e9109b7e0a985108b43e573b6afb23,3,602.73,"2017-11-23 16:19:10","2018-05-14 11:04:55",172,2874,CHURN,RECORRENTE
02e9827c15167f699df7bf90d326ffdb,2,68.86,"2018-03-04 13:42:10","2018-04-07 18:22:27",34,2911,CHURN,RECORRENTE
02fbe4db886eb98774c8ba300d39fa79,2,192.63,"2018-02-17 12:23:21","2018-02-17 12:23:22",0,2960,CHURN,RECORRENTE
031e19fc630c4121f1238716f41675c3,2,35.94,"2018-07-04 01:20:01","2018-07-04 01:20:01",0,2823,CHURN,RECORRENTE
031ea691b99fc101dcad357d1a83573f,2,73.04,"2017-05-16 13:42:51","2017-07-10 22:28:33",55,3182,CHURN,RECORRENTE
032b3a42598667caf2e099999b9dc1b9,2,495.96,"2018-07-23 15:11:08","2018-07-24 21:17:34",1,2803,CHURN,RECORRENTE
0333b2fc6ba7014702e08ef613850270,2,93.00,"2017-08-24 21:26:52","2017-11-06 04:41:37",74,3063,CHURN,RECORRENTE
0341bbd5c969923a0f801b9e2d10a7b8,2,1999.68,"2018-05-28 14:18:26","2018-05-30 13:00:03",2,2858,CHURN,RECORRENTE
035e7cd88b7450fd33efeca817081a53,2,146.19,"2018-05-19 21:05:53","2018-07-02 17:00:50",44,2825,CHURN,RECORRENTE
0361e980b28826f4d286ac144d9b319a,2,456.92,"2018-06-30 17:32:03","2018-07-01 18:03:34",1,2826,CHURN,RECORRENTE
038301b43811478e1a8dc0e476eaf52e,2,645.53,"2017-11-13 09:49:19","2018-04-12 20:58:52",150,2906,CHURN,RECORRENTE
0396c443fdda5498c7e9ed5b34871c5a,2,120.84,"2017-05-05 08:44:57","2017-05-05 08:44:58",0,3248,CHURN,RECORRENTE
03d4953a455f8489e712ea80699de878,2,72.65,"2017-09-14 19:08:45","2018-07-21 15:45:49",310,2806,CHURN,RECORRENTE
03dabd77cb0ed7a26fafe19e36b67742,2,99.45,"2017-04-11 18:19:55","2017-05-15 10:14:17",34,3238,CHURN,RECORRENTE
03ef7f03905227e15c7b6c860554b3cb,2,238.55,"2018-05-01 19:00:40","2018-07-18 13:07:19",78,2809,CHURN,RECORRENTE
041caba6a63ace5818387698ea85cdb2,3,153.46,"2017-03-15 21:50:14","2018-05-24 13:50:33",435,2864,CHURN,RECORRENTE
043aee247e71edff7045664609f4d806,3,690.52,"2017-03-22 12:29:08","2017-07-17 19:00:49",117,3175,CHURN,RECORRENTE
0451ef5a31cea3e14ce02d768d7c9943,2,387.39,"2017-04-14 18:09:37","2017-06-18 20:00:47",65,3204,CHURN,RECORRENTE
0488328f0b499963e32a37fa42a20ca0,2,384.17,"2017-09-01 06:38:10","2017-09-07 12:38:15",6,3123,CHURN,RECORRENTE
048dbdf8f9bbd1be87b25868d1408311,2,178.95,"2017-10-17 15:02:56","2017-11-06 07:59:11",20,3063,CHURN,RECORRENTE
04be500031efe43d2defff8c41810543,2,255.79,"2018-01-07 02:41:08","2018-02-01 08:35:49",25,2976,CHURN,RECORRENTE
04c55667b44fae5f50ed71d40c633d09,2,118.25,"2017-06-07 20:11:29","2017-06-07 20:11:31",0,3215,CHURN,RECORRENTE
04d3c2795b83634312bf3f86f41f7901,2,596.39,"2017-06-09 17:38:12","2017-08-08 20:46:53",60,3153,CHURN,RECORRENTE
04e495a3f45df8b41be2e934bbc16961,2,199.76,"2017-05-09 20:48:59","2018-01-23 20:45:59",259,2985,CHURN,RECORRENTE
04fc637963fe982dd25ac58e4f4770c1,2,127.59,"2018-03-25 21:17:41","2018-03-25 21:20:12",0,2924,CHURN,RECORRENTE
050555c26479bbb8ba0740c37e7454d0,2,98.88,"2018-04-07 12:07:04","2018-04-07 12:07:04",0,2911,CHURN,RECORRENTE
0509ab034845adb0b4c91b6f0e7b7260,2,339.46,"2018-05-02 10:15:02","2018-05-04 18:44:15",2,2884,CHURN,RECORRENTE
053b7090271ed4dacbfe0afd6382bbab,2,115.49,"2017-07-31 22:17:36","2017-09-28 23:13:40",59,3102,CHURN,RECORRENTE
053f7850c3ffd9726cff61c7e42af797,2,61.54,"2017-06-29 21:22:46","2017-06-29 21:22:47",0,3193,CHURN,RECORRENTE
055ec572ac7f3c7bdd04a183830ebe59,2,4053.08,"2017-06-18 17:22:09","2017-07-18 18:49:15",30,3174,CHURN,RECORRENTE
05669445931c028d97b7c0637b5a2359,2,210.78,"2017-08-26 22:52:36","2017-10-07 17:03:03",42,3093,CHURN,RECORRENTE
059d1f5650f05d9fed9a6d941593f9b4,2,131.94,"2018-01-03 14:58:25","2018-03-18 17:01:00",74,2931,CHURN,RECORRENTE
059e7585d8fcd2430a33375bdbcbb990,2,498.47,"2018-08-19 11:55:56","2018-08-19 12:03:34",0,2777,CHURN,RECORRENTE
05e52c1f96f8b83dd66dcdce679ff58d,2,239.16,"2017-05-13 23:45:23","2017-07-24 11:52:30",72,3168,CHURN,RECORRENTE
05edb10f73fe7d03959ff26540913b3a,2,231.49,"2017-08-08 18:40:11","2018-01-03 10:51:21",148,3005,CHURN,RECORRENTE
05ef855308303397f1427f29470bb6ab,2,87.50,"2018-02-01 23:08:48","2018-03-19 09:46:20",46,2930,CHURN,RECORRENTE
060f9ea0a180843fb91d4923b6d01bea,2,628.63,"2018-03-10 15:17:01","2018-03-10 15:40:45",0,2939,CHURN,RECORRENTE
0621c2a5979d3e887ae519620cbe2926,2,514.49,"2017-06-09 16:13:00","2017-08-10 09:47:46",62,3151,CHURN,RECORRENTE
065938485846aa5adc196cb536de42e0,2,442.19,"2017-06-06 16:19:01","2018-02-23 13:47:17",262,2954,CHURN,RECORRENTE
065dcef61d5f66b30d2ee51b5343d023,2,188.52,"2017-04-13 22:40:08","2017-11-30 21:30:36",231,3039,CHURN,RECORRENTE
0697142614905a50813d854fa08b8eaf,2,103.13,"2018-06-12 06:19:27","2018-07-23 15:53:16",41,2804,CHURN,RECORRENTE
06a52782a04f0086d16b9c22d0e29438,3,153.33,"2017-05-06 20:11:10","2017-05-06 20:11:11",0,3247,CHURN,RECORRENTE
06d26e5230ac619719997a8cf435a69b,2,68.81,"2018-04-04 09:12:01","2018-04-05 21:18:26",1,2913,CHURN,RECORRENTE
070acf4df1234a6257809e4e79644481,2,1011.02,"2017-10-26 14:42:55","2018-07-18 07:41:58",265,2809,CHURN,RECORRENTE
0710e0c85fe7cb494d624e0863782e46,2,239.24,"2018-03-21 15:06:40","2018-03-21 15:06:40",0,2928,CHURN,RECORRENTE
071bb277b0146da77fac31e70657815e,2,130.64,"2017-07-08 14:12:08","2018-04-15 20:22:16",281,2903,CHURN,RECORRENTE
071fb07419a29c8ba143831082e0320a,2,475.11,"2017-03-16 08:58:14","2018-01-10 08:27:45",300,2998,CHURN,RECORRENTE
073037acc049d2be44730a7e39836046,2,298.87,"2017-12-11 15:24:04","2017-12-19 13:11:08",8,3020,CHURN,RECORRENTE
07342638d0e0aad32c3cf0efc1a37ba5,2,619.38,"2017-08-18 14:38:23","2017-09-27 08:28:04",40,3103,CHURN,RECORRENTE
0751ebe1c05ef7a632934adae06c6d4a,2,188.79,"2017-06-02 10:32:47","2017-07-23 17:53:01",51,3169,CHURN,RECORRENTE
075c38f7a650b0dc822712c7a58e93d4,2,126.02,"2017-10-19 21:07:38","2017-10-19 21:07:40",0,3081,CHURN,RECORRENTE
076b7055bea51da430d6a6fa054e5075,2,113.96,"2017-06-09 19:13:08","2017-06-09 19:13:10",0,3213,CHURN,RECORRENTE
078f7e669cebf2fb640d0ad0dabb3068,2,71.57,"2018-02-21 21:15:04","2018-05-09 04:46:01",77,2879,CHURN,RECORRENTE
07abcea6f64399366559afee336a7fd2,2,198.49,"2018-03-05 21:47:33","2018-03-05 21:47:34",0,2944,CHURN,RECORRENTE
07b1b60bca2b6326fa2adb259ea4a55f,3,251.54,"2018-03-26 22:19:07","2018-05-09 17:16:21",44,2879,CHURN,RECORRENTE
07b28cf1d8515d08ccca505e273fffaf,2,637.01,"2017-03-24 13:56:44","2017-03-24 13:56:45",0,3290,CHURN,RECORRENTE
07bd3d18ecba2420a8934b34a26f157a,2,202.81,"2018-04-17 18:32:24","2018-04-19 23:25:38",2,2899,CHURN,RECORRENTE
07df27b714016cb827c99ec2ecd5ebfb,2,173.41,"2018-06-03 19:44:12","2018-06-03 19:44:12",0,2854,CHURN,RECORRENTE
07f61caa1c9e850c14e94854cec87545,2,99.41,"2017-08-05 14:52:23","2017-08-05 14:52:24",0,3156,CHURN,RECORRENTE
07f765655f560c8624267665ce23675a,2,530.77,"2017-10-07 14:59:27","2018-04-17 14:27:45",192,2901,CHURN,RECORRENTE
07ff81a9676efa0286ddd3f09e7c0063,2,484.32,"2018-02-16 15:56:36","2018-06-11 17:56:07",115,2846,CHURN,RECORRENTE
0802a1a217680f13264a70ddb7220823,2,192.70,"2017-02-07 08:25:08","2017-02-17 10:48:38",10,3325,CHURN,RECORRENTE
0807baeeeaa1309effbd9a9dee41ab17,2,384.44,"2018-03-28 13:55:28","2018-05-08 00:06:19",41,2880,CHURN,RECORRENTE
083ca1aa470c280236380973a48f77c6,4,320.26,"2017-07-28 04:06:33","2018-08-13 22:19:59",381,2783,CHURN,RECORRENTE
083ce299ea3fc1eba79bd0b17f64555b,2,113.95,"2018-01-22 18:30:11","2018-08-23 14:56:46",213,2773,CHURN,RECORRENTE
084be429c23e342acf5084ac6156d22e,2,177.83,"2018-04-24 19:49:20","2018-07-22 15:53:46",89,2805,CHURN,RECORRENTE
08642cd329066fe11ec63293f714f2f8,2,382.92,"2018-07-22 07:46:57","2018-09-20 13:54:16",60,2745,CHURN,RECORRENTE
0895c61a77b305efdfad13596c749c60,2,923.40,"2017-12-01 14:35:06","2018-04-11 11:59:18",131,2907,CHURN,RECORRENTE
089bc915af34d9041b3a88a1aa84292b,2,123.47,"2017-11-15 10:42:57","2018-01-14 20:44:16",60,2994,CHURN,RECORRENTE
08a374bca4063116d5530a7b04ecaf3f,2,342.77,"2018-08-13 12:13:40","2018-08-13 12:31:56",0,2783,CHURN,RECORRENTE
08b57f87bc889756ca453bf8106d48ce,2,118.26,"2018-05-05 17:53:11","2018-06-23 12:14:52",49,2834,CHURN,RECORRENTE
08c07c761592a71b85136aa4fe76a6f4,3,405.03,"2017-08-11 12:22:46","2018-04-06 15:28:48",238,2912,CHURN,RECORRENTE
08d8ad84b0088cbeae77da4ff3817479,2,259.81,"2018-04-16 00:18:05","2018-05-17 09:18:52",31,2871,CHURN,RECORRENTE
08e5b38d7948d37fbb2a59fc5e175ab1,4,1056.33,"2018-03-03 02:21:56","2018-05-10 03:38:27",68,2878,CHURN,RECORRENTE
08f334e84bc7ab7b588cb7fc77dd7f4a,2,1570.40,"2018-07-14 18:19:56","2018-08-15 08:34:42",32,2781,CHURN,RECORRENTE
08f7cf00ed9ff3e0a08fc136ec272974,2,355.84,"2017-09-01 22:26:18","2017-09-01 22:26:18",0,3129,CHURN,RECORRENTE
08fb46d35bb3ab4037202c23592d1259,2,44.72,"2018-06-03 23:08:46","2018-06-04 16:44:48",1,2853,CHURN,RECORRENTE
0937f85b7a96b6ad600405e9bf94255b,2,97.46,"2018-03-23 18:46:14","2018-05-12 15:13:50",50,2876,CHURN,RECORRENTE
0942eedfe0e865b2a80419a14672286f,2,244.23,"2017-02-08 07:47:47","2018-01-21 22:51:21",347,2987,CHURN,RECORRENTE
096e351116755fe4c3c1e48eaf301a41,2,217.49,"2017-05-16 10:49:26","2017-05-16 10:49:27",0,3237,CHURN,RECORRENTE
0981a271500799427cdf345e9121e20b,2,162.28,"2017-04-03 13:57:14","2017-04-17 10:05:11",14,3266,CHURN,RECORRENTE
09831ff6ab667f42521bcd4c22dc755c,2,317.83,"2018-03-17 11:05:38","2018-03-25 11:26:29",8,2924,CHURN,RECORRENTE
0994750c9c22a140010ed86aad2d044b,2,175.41,"2018-02-04 17:12:49","2018-02-26 13:23:24",22,2951,CHURN,RECORRENTE
099fad9e8f7dfbd0412c300bcc697e0b,2,430.79,"2017-07-13 14:18:01","2018-05-16 17:52:39",307,2872,CHURN,RECORRENTE
09ab36a420b5c87c5c9772bdb494f2e3,2,222.56,"2018-02-24 23:18:14","2018-02-24 23:18:14",0,2953,CHURN,RECORRENTE
09baec50afccbb414f24bf8e0bc7c020,2,714.83,"2017-12-03 19:22:06","2018-05-16 01:18:19",164,2872,CHURN,RECORRENTE
09bc7afc3e8d8dccaffd0b16944a91fe,2,609.87,"2017-02-07 16:47:27","2017-08-01 11:12:08",175,3160,CHURN,RECORRENTE
09cd73b13f103e47ce13675b4a4b36f3,2,225.24,"2018-05-10 14:45:19","2018-05-10 15:00:58",0,2878,CHURN,RECORRENTE
09d74edf20acb4f9523fb1cf19a18456,2,312.49,"2017-11-16 12:53:23","2018-03-05 14:54:33",109,2944,CHURN,RECORRENTE
09d7c538023c2c4fb0553c831c12f084,2,846.12,"2017-05-22 19:49:12","2017-05-22 19:49:13",0,3231,CHURN,RECORRENTE
0a1f83858e65e141609fca9ea70a495a,2,176.56,"2018-07-18 11:38:09","2018-07-18 11:38:09",0,2809,CHURN,RECORRENTE
0a5df23b922b9998bb7378f1ac03c98a,2,193.83,"2017-09-29 09:32:17","2017-09-29 09:48:18",0,3101,CHURN,RECORRENTE
0a5fab743da859b3f10a409bbb132a5a,2,260.74,"2017-03-06 20:16:46","2018-02-14 11:05:31",345,2963,CHURN,RECORRENTE
0a609db8d244100909a15d65eadf8539,3,501.16,"2017-08-07 19:54:40","2017-10-18 15:53:47",72,3082,CHURN,RECORRENTE
0a61b571f594b6919601bcf3380da7f7,3,518.02,"2017-08-11 17:35:47","2018-01-12 18:17:00",154,2996,CHURN,RECORRENTE
0aa1ab39ff2b837c05d7c9ff85b6d983,2,211.20,"2018-01-05 10:44:19","2018-03-11 10:15:39",65,2938,CHURN,RECORRENTE
0aadc1d26d1c8b88a52c39a533ccea93,2,1218.70,"2017-04-11 10:52:50","2017-11-28 10:27:09",231,3041,CHURN,RECORRENTE
0abee71cd257861a0944e2a81cea4a50,2,423.86,"2017-03-12 09:38:04","2017-11-26 09:30:30",259,3043,CHURN,RECORRENTE
0ac10a57d07e3d38b11f66283c44672b,2,209.66,"2017-06-02 10:53:32","2017-06-02 10:53:33",0,3220,CHURN,RECORRENTE
0ac4a9460c1baf3051ffec5c9021a499,2,214.94,"2018-05-08 18:49:32","2018-05-30 07:58:30",22,2858,CHURN,RECORRENTE
0ad1d79346c3b98b517348ecbbadfbc6,2,157.53,"2018-05-01 15:24:51","2018-06-21 14:48:47",51,2836,CHURN,RECORRENTE
0ad7cb4f48f2a2cf5080e3c19c7cf98c,2,128.22,"2017-11-05 13:49:38","2018-05-25 16:55:13",201,2863,CHURN,RECORRENTE
0af334fc660bfc9c75109752cc8271d7,2,468.39,"2017-04-16 06:31:07","2017-04-16 06:31:08",0,3267,CHURN,RECORRENTE
0b18593e033697810a62a987e77f4b8c,3,190.96,"2017-06-02 09:18:44","2018-03-13 08:07:13",284,2936,CHURN,RECORRENTE
0b3cf8a9362deaf8b870d49ae61f3ca1,2,226.35,"2017-05-19 18:11:21","2017-08-20 22:08:30",93,3141,CHURN,RECORRENTE
0b3dc7efaafb0cf78a4796d42fa8d74c,2,620.06,"2016-10-04 14:49:13","2017-07-28 09:34:29",297,3164,CHURN,RECORRENTE
0b402d6dd50694a118c642448e2cb086,2,230.84,"2017-04-24 16:27:05","2017-11-26 20:40:58",216,3043,CHURN,RECORRENTE
0b51518c7deffd54b13b007c9f91c3f0,2,285.33,"2018-05-04 22:52:52","2018-07-03 14:40:57",60,2824,CHURN,RECORRENTE
0b6d4f036c07e10854affe43fc4e718c,2,227.11,"2018-03-22 15:26:05","2018-03-22 15:57:22",0,2927,CHURN,RECORRENTE
0b8ed32525608a907c7331b613b5b67e,2,99.87,"2017-11-30 09:01:59","2017-11-30 09:01:59",0,3039,CHURN,RECORRENTE
0bbb42a9ca8179ccfce14a11d2afe6de,2,53.13,"2017-07-04 18:25:23","2018-06-26 19:21:56",357,2831,CHURN,RECORRENTE
0bc9c245cd69735af23eefdd89d74e7e,2,210.80,"2017-07-06 16:54:03","2017-09-13 16:59:00",69,3117,CHURN,RECORRENTE
0bdb6ad22574bad5202df1e92a9aa403,2,168.99,"2018-02-15 19:59:58","2018-02-15 20:24:30",0,2962,CHURN,RECORRENTE
0be7af6c16fbca7eff244788f89146a3,2,309.24,"2018-03-26 10:14:31","2018-03-26 10:14:31",0,2923,CHURN,RECORRENTE
0bf1278577a2acf8532a031d98cd517c,2,284.60,"2017-10-08 20:45:59","2017-12-14 11:10:57",67,3025,CHURN,RECORRENTE
0c10e674d1504f959a7f2e504148c296,2,144.60,"2017-10-27 04:55:38","2018-04-25 14:29:47",180,2893,CHURN,RECORRENTE
0c1201c04330536234aaa49b396745d4,2,425.44,"2018-01-24 22:53:51","2018-08-05 07:57:13",193,2791,CHURN,RECORRENTE
0c32aa09e8eced3ea26c2a013b7b75e9,2,256.10,"2017-11-29 13:40:48","2018-06-14 21:18:25",197,2843,CHURN,RECORRENTE
0c4c416f1f9844e6805b074f8f96f52c,2,174.48,"2017-07-29 10:19:06","2017-08-12 23:18:04",14,3149,CHURN,RECORRENTE
0c8286526be3a0fc8f50b7267db95035,2,345.52,"2017-04-28 00:12:06","2018-03-30 00:06:55",336,2919,CHURN,RECORRENTE
0c8ac932c65f67489929f9164a86606d,2,306.54,"2017-09-03 21:16:10","2017-10-19 13:31:09",46,3081,CHURN,RECORRENTE
0c9abfaffa0ae7587cebfdf0d680e3b7,2,80.20,"2017-09-15 08:09:48","2018-02-06 23:56:13",144,2971,CHURN,RECORRENTE
0cbcf91ef2dd6dfcce9ee63c8772dc97,2,196.18,"2017-08-15 07:55:36","2017-08-15 07:55:36",0,3146,CHURN,RECORRENTE
0cc2ee1112a11a1094eff52fa2e87150,3,839.62,"2017-05-15 09:00:01","2017-10-03 11:54:16",141,3097,CHURN,RECORRENTE
0ceb502fc33a2ad327b08288c5310e2e,2,154.34,"2018-04-19 22:06:20","2018-05-15 10:39:41",26,2873,CHURN,RECORRENTE
0cf46588cd3f5a23002166b5a1945820,2,273.00,"2017-09-15 01:32:20","2017-10-19 15:05:10",34,3081,CHURN,RECORRENTE
0cfd915db480acd7d9a954409cabfb1c,2,118.15,"2017-08-14 18:16:37","2017-08-23 09:27:23",9,3138,CHURN,RECORRENTE
0d153268371aa25450d4117ff070277e,2,801.25,"2018-05-10 17:53:13","2018-06-29 11:50:43",50,2828,CHURN,RECORRENTE
0d4644eff058d75937ca1eec574bf87d,2,230.75,"2017-09-23 16:04:49","2017-11-30 22:20:59",68,3039,CHURN,RECORRENTE
0d51e04ae0b1d341e4f49812d1f4fbe2,2,195.09,"2017-10-18 11:42:32","2018-05-16 09:57:53",210,2872,CHURN,RECORRENTE
0d52f8cd8892f109a15803df169113b6,2,174.30,"2018-02-11 12:28:50","2018-02-11 12:28:51",0,2966,CHURN,RECORRENTE
0d57344e9e4e9d16dc699cb417e50cb0,2,268.77,"2017-11-18 13:37:41","2017-11-21 20:56:07",3,3048,CHURN,RECORRENTE
0d7241c7fb49c1be6e75c9fe99e0822c,2,253.23,"2018-01-16 14:17:15","2018-04-30 13:40:10",104,2888,CHURN,RECORRENTE
0d997d092f93b5c58d0f9b4bd0643d16,2,132.24,"2017-11-25 20:54:39","2017-12-01 20:48:11",6,3038,CHURN,RECORRENTE
0dc81b520ef7db9cb44bb075e129dcf8,2,504.95,"2018-01-26 12:00:35","2018-06-18 11:55:25",143,2839,CHURN,RECORRENTE
0dd933d1e0253343083013791bf5d5e9,2,204.90,"2017-06-13 11:11:47","2017-11-24 12:08:59",164,3045,CHURN,RECORRENTE
0ddba04798f1c085d0ca93af0e91f6c1,2,168.06,"2018-02-14 16:38:58","2018-02-14 16:38:59",0,2963,CHURN,RECORRENTE
0df55f5accedda71bda8f4c7f590951f,2,501.44,"2017-12-03 21:31:23","2018-02-14 20:48:53",73,2963,CHURN,RECORRENTE
0e06af8004ffd01a3461e768f9f659aa,2,495.53,"2017-09-04 18:07:35","2017-11-19 16:20:52",76,3050,CHURN,RECORRENTE
0e37a80826485260170d428b06df0ab6,2,344.09,"2017-09-12 09:22:25","2017-09-12 14:29:16",0,3118,CHURN,RECORRENTE
0e381ce773b382849206115413009851,2,206.63,"2018-07-23 12:28:19","2018-08-03 13:54:39",11,2793,CHURN,RECORRENTE
0e3c753956e35026b965d9ac3590c5af,2,314.12,"2017-08-08 12:49:01","2017-08-08 12:49:02",0,3153,CHURN,RECORRENTE
0e4cb268bd62da7db135af6349b4fc2a,3,195.46,"2017-11-24 13:15:25","2017-11-24 20:39:01",0,3045,CHURN,RECORRENTE
0e4d012fac3d20c033e0284fb6d2ea6a,2,532.48,"2018-04-30 19:40:57","2018-08-21 22:44:15",113,2775,CHURN,RECORRENTE
0e730550dfc5d7f1cea73484bb2e0249,2,199.42,"2018-02-22 00:41:09","2018-03-06 08:37:03",12,2943,CHURN,RECORRENTE
0e78a1b66adee5bb3a6f014714f79cf4,2,477.44,"2018-04-05 15:24:37","2018-04-05 15:34:33",0,2913,CHURN,RECORRENTE
0e850ed5adc4abe0346435eda5b1a626,2,65.06,"2018-04-12 17:36:07","2018-04-12 17:36:07",0,2906,CHURN,RECORRENTE
0ea353565cdde00e1d8352a08290a352,2,292.76,"2017-02-21 16:40:07","2017-08-25 17:53:24",185,3136,CHURN,RECORRENTE
0ecc403ec5d6ce000fd84f00cd5efb0a,2,312.43,"2017-11-30 16:09:58","2017-11-30 16:09:58",0,3039,CHURN,RECORRENTE
0ecf7f65b5ff3b9e61b637e59f495e0a,2,180.82,"2016-10-10 15:49:59","2016-10-10 15:50:01",0,3455,CHURN,RECORRENTE
0ee1969ea903c6be704958e2300068b2,2,76.96,"2017-08-15 20:44:01","2017-08-15 20:44:02",0,3146,CHURN,RECORRENTE
0ee57f62666561b72f2ceacad0230cbf,2,386.41,"2018-02-26 09:25:57","2018-06-20 14:16:20",114,2837,CHURN,RECORRENTE
0ef7b906320b21fe4d39f99496aaa2d8,2,210.22,"2017-05-17 10:02:28","2018-08-04 13:46:34",444,2792,CHURN,RECORRENTE
0efd5025e6544ef110881866b945d0cc,2,86.99,"2018-02-11 19:01:35","2018-08-10 03:17:51",180,2786,CHURN,RECORRENTE
0f0b49d45120fcb28bda56e94bc85673,2,812.72,"2018-02-07 20:18:57","2018-02-07 20:18:59",0,2970,CHURN,RECORRENTE
0f0e48a91c9c285404572b095bcb373c,2,204.54,"2017-03-30 09:01:48","2017-07-20 12:11:33",112,3172,CHURN,RECORRENTE
0f10d99ee99ca3d0489f2f2169b41ec3,2,207.09,"2018-03-01 18:32:56","2018-03-01 18:32:58",0,2948,CHURN,RECORRENTE
0f187f58097c5431d5244e1fe1383884,2,151.27,"2017-09-09 19:50:19","2018-01-07 21:13:42",120,3001,CHURN,RECORRENTE
0f1bd80ed58b9d0f45dca1bb396d8ac9,2,92.73,"2017-12-19 11:37:00","2018-05-15 10:49:07",147,2873,CHURN,RECORRENTE
0f26a77f8de836d7c44b4694e0fa3ea4,2,95.61,"2018-05-23 12:48:49","2018-06-13 19:05:30",21,2844,CHURN,RECORRENTE
0f38a44168ec569a3f783ebf98d79095,2,119.88,"2017-11-22 13:45:31","2017-11-22 13:57:00",0,3047,CHURN,RECORRENTE
0f5ac8d5c31de21d2f25e24be15bbffb,2,1544.82,"2017-11-23 20:30:52","2017-11-27 12:57:35",4,3042,CHURN,RECORRENTE
0f6371fc9c2e78818a6e7aa33022a506,2,151.41,"2018-01-27 18:04:38","2018-01-27 18:04:38",0,2981,CHURN,RECORRENTE
0f64cafdb3e1e4806c99ff165305e27f,2,195.16,"2018-02-07 15:30:26","2018-04-02 15:11:28",54,2916,CHURN,RECORRENTE
