customer_unique_id,order_id,order_purchase_timestamp,compra_anterior,dias_entre_compras
01ea7dfdac01a4e8fbe2902b73510b20,6cd2700e3e9fc015e3bbe4ee264af57b,"2018-02-09 17:36:45","2018-02-09 17:36:42",0
01f2285f85a1c603eb7ef755ad311769,81a9ef6a0791099bb5859d0104f94dc9,"2018-05-31 14:51:03","2017-04-29 14:40:22",397
02168ea18740a0fdaaa15f11bebba5db,9cf677fc6e42f8256b310109fe5f2333,"2017-10-09 22:05:59","2017-08-20 20:58:18",50
0241fa2e9adf0576cb0f845377d05c03,ad1b9aae3e8a03190849a015fd26429a,"2018-07-24 21:24:13","2018-06-20 20:51:47",34
027803eb28cc01fbdf5da72b109fabee,b2fc720676930e0f9f3c1e472e8cddad,"2017-10-17 11:28:18","2017-10-17 11:28:05",0
029b457bd01199c39136f89e0eddcd3a,5402a5595f574c530adc86dc28a8050e,"2018-01-04 19:21:49","2017-05-14 00:30:14",235
02b20b7c813efede140142ac610e36dc,62ec63f37c8ed14ce3dba43a02721f5e,"2018-03-19 20:50:39","2018-03-19 20:50:39",0
02e4c56fefa30628768ffe326d332e2f,457dbdc9e1ced1274472af8b6fd00be8,"2018-01-11 12:07:15","2017-03-29 19:09:42",288
02e9109b7e0a985108b43e573b6afb23,eb7df5ec433a5660c84c3a2e1bce192d,"2018-05-13 23:53:10","2017-11-23 16:19:10",171
02e9109b7e0a985108b43e573b6afb23,a7076e7aba13de8b66d95a55811290ed,"2018-05-14 11:04:55","2018-05-13 23:53:10",1
02e9827c15167f699df7bf90d326ffdb,cee43113ca0a71b50e899098ec4c5911,"2018-04-07 18:22:27","2018-03-04 13:42:10",34
02fbe4db886eb98774c8ba300d39fa79,4e93b736e8d687bca088c6ee496437e8,"2018-02-17 12:23:22","2018-02-17 12:23:21",0
031e19fc630c4121f1238716f41675c3,f707ff2a9514dce20b267136b60af042,"2018-07-04 01:20:01","2018-07-04 01:20:01",0
031ea691b99fc101dcad357d1a83573f,6a843358bc668f6e6b3c4b13de5e1b33,"2017-07-10 22:28:33","2017-05-16 13:42:51",55
032b3a42598667caf2e099999b9dc1b9,b36d9c84b0033e4366759f851db473a8,"2018-07-24 21:17:34","2018-07-23 15:11:08",1
0333b2fc6ba7014702e08ef613850270,93cd78e1b92970d2a7e7251057f85153,"2017-11-06 04:41:37","2017-08-24 21:26:52",74
0341bbd5c969923a0f801b9e2d10a7b8,192162688f179d526243e303ed01abe6,"2018-05-30 13:00:03","2018-05-28 14:18:26",2
035e7cd88b7450fd33efeca817081a53,caf12c43defcd1c679e73f2398192965,"2018-07-02 17:00:50","2018-05-19 21:05:53",44
0361e980b28826f4d286ac144d9b319a,3eae7531a136877d61e1aaea2684fcea,"2018-07-01 18:03:34","2018-06-30 17:32:03",1
038301b43811478e1a8dc0e476eaf52e,62a86eeeb3310889c048224de16767e5,"2018-04-12 20:58:52","2017-11-13 09:49:19",150
0396c443fdda5498c7e9ed5b34871c5a,c2cd6ce44609af75d061dfab2f67179c,"2017-05-05 08:44:58","2017-05-05 08:44:57",0
03d4953a455f8489e712ea80699de878,b61519b912ded530fcb3fcc9103fcff2,"2018-07-21 15:45:49","2017-09-14 19:08:45",310
03dabd77cb0ed7a26fafe19e36b67742,e67084522c92fecab73ff064333c4d62,"2017-05-15 10:14:17","2017-04-11 18:19:55",34
03ef7f03905227e15c7b6c860554b3cb,a60e21c021af3e8b42bf68b8683800ac,"2018-07-18 13:07:19","2018-05-01 19:00:40",78
041caba6a63ace5818387698ea85cdb2,7f2f81a366f89b37109845799fc5bbf3,"2017-11-17 08:47:41","2017-03-15 21:50:14",247
041caba6a63ace5818387698ea85cdb2,8df8c3199fb229a1472b0a47e3b106ae,"2018-05-24 13:50:33","2017-11-17 08:47:41",188
043aee247e71edff7045664609f4d806,3a3aed58b078ba2d2105cd76ce7a76d7,"2017-05-25 16:12:51","2017-03-22 12:29:08",64
043aee247e71edff7045664609f4d806,a1b21ec2261790512fee2636be05ae42,"2017-07-17 19:00:49","2017-05-25 16:12:51",53
0451ef5a31cea3e14ce02d768d7c9943,e02dc68ec812b53123f583c142466f0f,"2017-06-18 20:00:47","2017-04-14 18:09:37",65
0488328f0b499963e32a37fa42a20ca0,aeedca46099933fd8fd182a71b4f22c7,"2017-09-07 12:38:15","2017-09-01 06:38:10",6
048dbdf8f9bbd1be87b25868d1408311,e95da0c5222e85d118b3d1d3c7dba675,"2017-11-06 07:59:11","2017-10-17 15:02:56",20
04be500031efe43d2defff8c41810543,1078cee780187c1672d97d4ebfb4cc2e,"2018-02-01 08:35:49","2018-01-07 02:41:08",25
04c55667b44fae5f50ed71d40c633d09,d56564f21e612a588607e9ffb39b9d21,"2017-06-07 20:11:31","2017-06-07 20:11:29",0
04d3c2795b83634312bf3f86f41f7901,8863958cd300b0b2cfb1b8db3326dd38,"2017-08-08 20:46:53","2017-06-09 17:38:12",60
04e495a3f45df8b41be2e934bbc16961,913bdd24d2b82e7c7448df845b0cc62d,"2018-01-23 20:45:59","2017-05-09 20:48:59",259
04fc637963fe982dd25ac58e4f4770c1,0cb398989a2bafd3944803b5427a622d,"2018-03-25 21:20:12","2018-03-25 21:17:41",0
050555c26479bbb8ba0740c37e7454d0,f014aa85d8f495d824d120e9035faacb,"2018-04-07 12:07:04","2018-04-07 12:07:04",0
0509ab034845adb0b4c91b6f0e7b7260,a6055e208086fe169c0a0f191b43445c,"2018-05-04 18:44:15","2018-05-02 10:15:02",2
053b7090271ed4dacbfe0afd6382bbab,5a32dae759e50279bf8e1b2be65edd27,"2017-09-28 23:13:40","2017-07-31 22:17:36",59
053f7850c3ffd9726cff61c7e42af797,eda8ab7b9c9d5e8456d446ad54339c2f,"2017-06-29 21:22:47","2017-06-29 21:22:46",0
055ec572ac7f3c7bdd04a183830ebe59,88ce73cc24548143016810f81a9e53d4,"2017-07-18 18:49:15","2017-06-18 17:22:09",30
05669445931c028d97b7c0637b5a2359,c671f90758b4e249a77ccaf0726e2fba,"2017-10-07 17:03:03","2017-08-26 22:52:36",42
059d1f5650f05d9fed9a6d941593f9b4,73fe3ec6e789782281c550a9349e0edd,"2018-03-18 17:01:00","2018-01-03 14:58:25",74
059e7585d8fcd2430a33375bdbcbb990,ca207209c40b29d76714f77acf8189e5,"2018-08-19 12:03:34","2018-08-19 11:55:56",0
05e52c1f96f8b83dd66dcdce679ff58d,ba9010430233c7f3cfea464354fed620,"2017-07-24 11:52:30","2017-05-13 23:45:23",72
05edb10f73fe7d03959ff26540913b3a,8ee6bf77ff42839762f8907348ea50a6,"2018-01-03 10:51:21","2017-08-08 18:40:11",148
05ef855308303397f1427f29470bb6ab,933b44007775d08defe992a330429cbb,"2018-03-19 09:46:20","2018-02-01 23:08:48",46
060f9ea0a180843fb91d4923b6d01bea,fdc14b5e651ff7527c5ac587d5de96c4,"2018-03-10 15:40:45","2018-03-10 15:17:01",0
0621c2a5979d3e887ae519620cbe2926,57d94aaa6b72ca15b3e4801c6d5c0959,"2017-08-10 09:47:46","2017-06-09 16:13:00",62
065938485846aa5adc196cb536de42e0,27716fa717ba13da31a469018472088d,"2018-02-23 13:47:17","2017-06-06 16:19:01",262
065dcef61d5f66b30d2ee51b5343d023,04164ec24abde688d0451ee982797344,"2017-11-30 21:30:36","2017-04-13 22:40:08",231
0697142614905a50813d854fa08b8eaf,d10471750e335e783fff1bc755988a86,"2018-07-23 15:53:16","2018-06-12 06:19:27",41
06a52782a04f0086d16b9c22d0e29438,56ae029ed8bd31758f66831a64bf5629,"2017-05-06 20:11:10","2017-05-06 20:11:10",0
06a52782a04f0086d16b9c22d0e29438,84f5e6c0a0e3155e38c00f434ba90ce8,"2017-05-06 20:11:11","2017-05-06 20:11:10",0
06d26e5230ac619719997a8cf435a69b,4f08325d27e2eb6a5a4c5f4f94e59e07,"2018-04-05 21:18:26","2018-04-04 09:12:01",1
070acf4df1234a6257809e4e79644481,1349d7f4ec671ded42f2360828965692,"2018-07-18 07:41:58","2017-10-26 14:42:55",265
0710e0c85fe7cb494d624e0863782e46,f474a46ca16058fe246cdabe215c66da,"2018-03-21 15:06:40","2018-03-21 15:06:40",0
071bb277b0146da77fac31e70657815e,e3c67a4bac0845d3ae12bb4ba0c667f9,"2018-04-15 20:22:16","2017-07-08 14:12:08",281
071fb07419a29c8ba143831082e0320a,96579b3ca52d82b041b4fc2be5ffb7a9,"2018-01-10 08:27:45","2017-03-16 08:58:14",300
073037acc049d2be44730a7e39836046,ef32bb24f4e81a29a305e5285c8d3d34,"2017-12-19 13:11:08","2017-12-11 15:24:04",8
07342638d0e0aad32c3cf0efc1a37ba5,4671212f0e4f559c957baffa7a97aec5,"2017-09-27 08:28:04","2017-08-18 14:38:23",40
0751ebe1c05ef7a632934adae06c6d4a,5bd66069fada7fd89c98b9a329d9737c,"2017-07-23 17:53:01","2017-06-02 10:32:47",51
075c38f7a650b0dc822712c7a58e93d4,0bec54b12e30ef962cea0714ea592545,"2017-10-19 21:07:40","2017-10-19 21:07:38",0
076b7055bea51da430d6a6fa054e5075,f494e4f6b6de7aeefe3af00acc8b3426,"2017-06-09 19:13:10","2017-06-09 19:13:08",0
078f7e669cebf2fb640d0ad0dabb3068,752829804c0080d1b395f5c9e8801e39,"2018-05-09 04:46:01","2018-02-21 21:15:04",77
07abcea6f64399366559afee336a7fd2,0ef8970186aa8eab14d04be4eda9407a,"2018-03-05 21:47:34","2018-03-05 21:47:33",0
07b1b60bca2b6326fa2adb259ea4a55f,64aea51c84f7779855364184e8ce95f1,"2018-03-30 15:47:09","2018-03-26 22:19:07",4
07b1b60bca2b6326fa2adb259ea4a55f,e91f4cb0413a13fbdb115fa44b588404,"2018-05-09 17:16:21","2018-03-30 15:47:09",40
07b28cf1d8515d08ccca505e273fffaf,a229f8f10db36361d958831698ea6e68,"2017-03-24 13:56:45","2017-03-24 13:56:44",0
07bd3d18ecba2420a8934b34a26f157a,51ebb2c24714952a8ee7f24d4b90ebbc,"2018-04-19 23:25:38","2018-04-17 18:32:24",2
07df27b714016cb827c99ec2ecd5ebfb,d58bd8dc62db2951199683fcb7dc2df6,"2018-06-03 19:44:12","2018-06-03 19:44:12",0
07f61caa1c9e850c14e94854cec87545,99ad3ef53ed8bbe225a2bdc5b92f4ea9,"2017-08-05 14:52:24","2017-08-05 14:52:23",0
07f765655f560c8624267665ce23675a,1feca64d75daa682ce3174a1eff73d8b,"2018-04-17 14:27:45","2017-10-07 14:59:27",192
07ff81a9676efa0286ddd3f09e7c0063,4c966c07e48f5460c75f69d0352a61be,"2018-06-11 17:56:07","2018-02-16 15:56:36",115
0802a1a217680f13264a70ddb7220823,f7096fe5a9e5f6419f1db02fbb378513,"2017-02-17 10:48:38","2017-02-07 08:25:08",10
0807baeeeaa1309effbd9a9dee41ab17,8f6dccb4b483eca3ba0237c1db35fd0c,"2018-05-08 00:06:19","2018-03-28 13:55:28",41
083ca1aa470c280236380973a48f77c6,95287574a39117622fd74f06cadf5eae,"2017-08-05 08:25:09","2017-07-28 04:06:33",8
083ca1aa470c280236380973a48f77c6,96dad13c399dce9663d3bd03e84cea2b,"2017-08-16 05:43:05","2017-08-05 08:25:09",11
083ca1aa470c280236380973a48f77c6,f79d2206d0301d47bc2a623636ea53d1,"2018-08-13 22:19:59","2017-08-16 05:43:05",362
083ce299ea3fc1eba79bd0b17f64555b,1342ab50383d7471a3bfd75ca93d38d6,"2018-08-23 14:56:46","2018-01-22 18:30:11",213
084be429c23e342acf5084ac6156d22e,b461e43868116fb81d1d91959ae5ea65,"2018-07-22 15:53:46","2018-04-24 19:49:20",89
08642cd329066fe11ec63293f714f2f8,ed3efbd3a87bea76c2812c66a0b32219,"2018-09-20 13:54:16","2018-07-22 07:46:57",60
0895c61a77b305efdfad13596c749c60,d44d3aabe5fd82754ca3b4696cdc90e7,"2018-04-11 11:59:18","2017-12-01 14:35:06",131
089bc915af34d9041b3a88a1aa84292b,9d9d6000cf3720974ab8da03bcc741c2,"2018-01-14 20:44:16","2017-11-15 10:42:57",60
08a374bca4063116d5530a7b04ecaf3f,fe9fc8eb3ad784aaf13c6788561efe59,"2018-08-13 12:31:56","2018-08-13 12:13:40",0
08b57f87bc889756ca453bf8106d48ce,2db42ea65de6f21be729a6671b074a4b,"2018-06-23 12:14:52","2018-05-05 17:53:11",49
08c07c761592a71b85136aa4fe76a6f4,54f53e031329f69ca101726cac52f86b,"2018-01-26 22:03:52","2017-08-11 12:22:46",168
08c07c761592a71b85136aa4fe76a6f4,e5733d96d53e3a8a13f59a0fe4c38d74,"2018-04-06 15:28:48","2018-01-26 22:03:52",70
08d8ad84b0088cbeae77da4ff3817479,e82814bcbe40982225e142717ff99d69,"2018-05-17 09:18:52","2018-04-16 00:18:05",31
08e5b38d7948d37fbb2a59fc5e175ab1,aa9f3738c923b9391c7e9c59eda6aad4,"2018-05-06 02:58:50","2018-03-03 02:21:56",64
08e5b38d7948d37fbb2a59fc5e175ab1,30d26db01f4ba88841bfbdbf5aaa8711,"2018-05-06 14:10:05","2018-05-06 02:58:50",0
08e5b38d7948d37fbb2a59fc5e175ab1,fe9d34568d9ac7651ff018def29da70f,"2018-05-10 03:38:27","2018-05-06 14:10:05",4
08f334e84bc7ab7b588cb7fc77dd7f4a,f81e71dd7c044a9ee7c1d6e37d68d64f,"2018-08-15 08:34:42","2018-07-14 18:19:56",32
08f7cf00ed9ff3e0a08fc136ec272974,1f80ad89393a17282085bcd14644e45a,"2017-09-01 22:26:18","2017-09-01 22:26:18",0
08fb46d35bb3ab4037202c23592d1259,ee64d42b8cf066f35eac1cf57de1aa85,"2018-06-04 16:44:48","2018-06-03 23:08:46",1
0937f85b7a96b6ad600405e9bf94255b,22fe4109ea0b3227fa3a2f5370ec9691,"2018-05-12 15:13:50","2018-03-23 18:46:14",50
0942eedfe0e865b2a80419a14672286f,a48276e53f3d5d19890051a4f166a71a,"2018-01-21 22:51:21","2017-02-08 07:47:47",347
096e351116755fe4c3c1e48eaf301a41,b9fa782d4918580e25b6e3b516a55710,"2017-05-16 10:49:27","2017-05-16 10:49:26",0
0981a271500799427cdf345e9121e20b,f49196a3b79948c69b3cf03a6ce9646c,"2017-04-17 10:05:11","2017-04-03 13:57:14",14
09831ff6ab667f42521bcd4c22dc755c,f3e7fae1e0a6001047deeefa288f96a9,"2018-03-25 11:26:29","2018-03-17 11:05:38",8
0994750c9c22a140010ed86aad2d044b,e842dc26adcaa67fb96f4e32c2cf97cc,"2018-02-26 13:23:24","2018-02-04 17:12:49",22
099fad9e8f7dfbd0412c300bcc697e0b,e3bab59cbada81d5a3df124e0a95442e,"2018-05-16 17:52:39","2017-07-13 14:18:01",307
09ab36a420b5c87c5c9772bdb494f2e3,fd84aa1fc4c825c367cbb777d82e5a2a,"2018-02-24 23:18:14","2018-02-24 23:18:14",0
09baec50afccbb414f24bf8e0bc7c020,4d3bf07ef40875871c01c931d3755940,"2018-05-16 01:18:19","2017-12-03 19:22:06",164
09bc7afc3e8d8dccaffd0b16944a91fe,383730d8be253fb34891920a417f2861,"2017-08-01 11:12:08","2017-02-07 16:47:27",175
09cd73b13f103e47ce13675b4a4b36f3,3ceadc78831e81a4eb0cec59a8d44997,"2018-05-10 15:00:58","2018-05-10 14:45:19",0
09d74edf20acb4f9523fb1cf19a18456,9142a3c29501af1e90aa7eea2a6949b3,"2018-03-05 14:54:33","2017-11-16 12:53:23",109
09d7c538023c2c4fb0553c831c12f084,9add7e9338f3b8cac642ce405bb64655,"2017-05-22 19:49:13","2017-05-22 19:49:12",0
0a1f83858e65e141609fca9ea70a495a,74d300a40f14d9bb630e966dad89198f,"2018-07-18 11:38:09","2018-07-18 11:38:09",0
0a5df23b922b9998bb7378f1ac03c98a,7d39dfbe41d0fcf4a1bf8a09cfd50a31,"2017-09-29 09:48:18","2017-09-29 09:32:17",0
0a5fab743da859b3f10a409bbb132a5a,73628c6d02ed8f6134d9752cd7b83c2a,"2018-02-14 11:05:31","2017-03-06 20:16:46",345
0a609db8d244100909a15d65eadf8539,c1f0e475378c6500b5907a2134bda1da,"2017-10-18 15:53:45","2017-08-07 19:54:40",72
0a609db8d244100909a15d65eadf8539,66f60a049e91f3849e5f8f328ccca54f,"2017-10-18 15:53:47","2017-10-18 15:53:45",0
0a61b571f594b6919601bcf3380da7f7,2f43f05d6e829ed487f16b1f1cf304cb,"2017-08-11 17:35:49","2017-08-11 17:35:47",0
0a61b571f594b6919601bcf3380da7f7,a0a7acfccad3bda2ede93beeaeaac876,"2018-01-12 18:17:00","2017-08-11 17:35:49",154
0aa1ab39ff2b837c05d7c9ff85b6d983,33b85e6449a3f1684051b4a02f871871,"2018-03-11 10:15:39","2018-01-05 10:44:19",65
0aadc1d26d1c8b88a52c39a533ccea93,ca0400dec2c292340c373e63b1c2c597,"2017-11-28 10:27:09","2017-04-11 10:52:50",231
0abee71cd257861a0944e2a81cea4a50,b8ed89bd3f1fe72244f0f616acdc7da1,"2017-11-26 09:30:30","2017-03-12 09:38:04",259
0ac10a57d07e3d38b11f66283c44672b,ce59496beb223906ab55f6bce7fa86f5,"2017-06-02 10:53:33","2017-06-02 10:53:32",0
0ac4a9460c1baf3051ffec5c9021a499,147941b96e61a2e7c02be8bf27b4cca1,"2018-05-30 07:58:30","2018-05-08 18:49:32",22
0ad1d79346c3b98b517348ecbbadfbc6,b9a466084b46a9b6c6bbbfc102a6aa56,"2018-06-21 14:48:47","2018-05-01 15:24:51",51
0ad7cb4f48f2a2cf5080e3c19c7cf98c,4af6ca2a69957cdc073ddf26d1900ddb,"2018-05-25 16:55:13","2017-11-05 13:49:38",201
0af334fc660bfc9c75109752cc8271d7,e1e8e3bca903de27e9a1c72b5a5795e0,"2017-04-16 06:31:08","2017-04-16 06:31:07",0
0b18593e033697810a62a987e77f4b8c,18448ffe871a865ac41ace28ce8e5079,"2017-06-14 06:49:48","2017-06-02 09:18:44",12
0b18593e033697810a62a987e77f4b8c,bb009fab515024781676004c4924f54d,"2018-03-13 08:07:13","2017-06-14 06:49:48",272
0b3cf8a9362deaf8b870d49ae61f3ca1,23d2b40718f8b1693ff67644c21d9f70,"2017-08-20 22:08:30","2017-05-19 18:11:21",93
0b3dc7efaafb0cf78a4796d42fa8d74c,24b1c4d88fdb7a2dc87f8ecc7d8f47f1,"2017-07-28 09:34:29","2016-10-04 14:49:13",297
0b402d6dd50694a118c642448e2cb086,11302d4542ca6da5b505416f9e04f0a8,"2017-11-26 20:40:58","2017-04-24 16:27:05",216
0b51518c7deffd54b13b007c9f91c3f0,b4eeb5f8b01e30cfea0247dfbee0d054,"2018-07-03 14:40:57","2018-05-04 22:52:52",60
0b6d4f036c07e10854affe43fc4e718c,dcc0ebfe0fa59c24fd859aacb8e1f2e9,"2018-03-22 15:57:22","2018-03-22 15:26:05",0
0b8ed32525608a907c7331b613b5b67e,ab97ff9b268ca7e6f9f741cd843363e3,"2017-11-30 09:01:59","2017-11-30 09:01:59",0
0bbb42a9ca8179ccfce14a11d2afe6de,b2673ed6360dc341a4728dbd632f935b,"2018-06-26 19:21:56","2017-07-04 18:25:23",357
0bc9c245cd69735af23eefdd89d74e7e,6fc020b0ec995fb761ee385f34df5a6a,"2017-09-13 16:59:00","2017-07-06 16:54:03",69
0bdb6ad22574bad5202df1e92a9aa403,728b33a8cc080976c038c26fefaf9492,"2018-02-15 20:24:30","2018-02-15 19:59:58",0
0be7af6c16fbca7eff244788f89146a3,1a925e694e87b358e9c3732e97146d9b,"2018-03-26 10:14:31","2018-03-26 10:14:31",0
0bf1278577a2acf8532a031d98cd517c,723ac9c5a1b83772c9e9cdfe4d94f5fc,"2017-12-14 11:10:57","2017-10-08 20:45:59",67
0c10e674d1504f959a7f2e504148c296,1fb395f38b15b8e1e14824c7d95e9a92,"2018-04-25 14:29:47","2017-10-27 04:55:38",180
0c1201c04330536234aaa49b396745d4,c6f64ddfd9a519815891070106aa9543,"2018-08-05 07:57:13","2018-01-24 22:53:51",193
0c32aa09e8eced3ea26c2a013b7b75e9,581b53cbadd804220b785d243c6b0ccd,"2018-06-14 21:18:25","2017-11-29 13:40:48",197
0c4c416f1f9844e6805b074f8f96f52c,0b691ae66d643c4c266fd72bd6ce77ce,"2017-08-12 23:18:04","2017-07-29 10:19:06",14
0c8286526be3a0fc8f50b7267db95035,d2d9d607f76c92a3c0c85626e59b04ad,"2018-03-30 00:06:55","2017-04-28 00:12:06",336
0c8ac932c65f67489929f9164a86606d,7bb5a7e4263888da1c8db8cbdc6330c5,"2017-10-19 13:31:09","2017-09-03 21:16:10",46
0c9abfaffa0ae7587cebfdf0d680e3b7,23cb56e66a2abb69511896a6aef2aa67,"2018-02-06 23:56:13","2017-09-15 08:09:48",144
0cbcf91ef2dd6dfcce9ee63c8772dc97,08bf75dcf867b9f13026785053e87052,"2017-08-15 07:55:36","2017-08-15 07:55:36",0
0cc2ee1112a11a1094eff52fa2e87150,c7cfea0c153e6382e32e84c2a9dd7d2e,"2017-10-03 11:54:15","2017-05-15 09:00:01",141
0cc2ee1112a11a1094eff52fa2e87150,00d9ac423c9ad6781c0ed04e87666691,"2017-10-03 11:54:16","2017-10-03 11:54:15",0
0ceb502fc33a2ad327b08288c5310e2e,0e48ca107de4291a6f7536b4f5cf512e,"2018-05-15 10:39:41","2018-04-19 22:06:20",26
0cf46588cd3f5a23002166b5a1945820,6b512d6dbced14a60725ffbc129d4e29,"2017-10-19 15:05:10","2017-09-15 01:32:20",34
0cfd915db480acd7d9a954409cabfb1c,3cb894b9d2fb0fa0ba040e556b246c07,"2017-08-23 09:27:23","2017-08-14 18:16:37",9
0d153268371aa25450d4117ff070277e,943dc313319b98a46f1aa70d59b68715,"2018-06-29 11:50:43","2018-05-10 17:53:13",50
0d4644eff058d75937ca1eec574bf87d,892b015e3a78c1b2fa5449f09af3df7b,"2017-11-30 22:20:59","2017-09-23 16:04:49",68
0d51e04ae0b1d341e4f49812d1f4fbe2,00b7174ea52bb811ebe2663add51afc0,"2018-05-16 09:57:53","2017-10-18 11:42:32",210
0d52f8cd8892f109a15803df169113b6,b62cfc7b4c9b7c7b0e97bb106679e51f,"2018-02-11 12:28:51","2018-02-11 12:28:50",0
0d57344e9e4e9d16dc699cb417e50cb0,74174e09b0021ebfcb7b5e9d115910b6,"2017-11-21 20:56:07","2017-11-18 13:37:41",3
0d7241c7fb49c1be6e75c9fe99e0822c,f9d9904f1f957c0fd0bf82dc3568936b,"2018-04-30 13:40:10","2018-01-16 14:17:15",104
0d997d092f93b5c58d0f9b4bd0643d16,e5e7f892785fbe21a339bcd77efdae86,"2017-12-01 20:48:11","2017-11-25 20:54:39",6
0dc81b520ef7db9cb44bb075e129dcf8,1fc147ecded099d8acf876cfaf66f731,"2018-06-18 11:55:25","2018-01-26 12:00:35",143
0dd933d1e0253343083013791bf5d5e9,60ca761c522b32f4c47465e3ab5c5b8c,"2017-11-24 12:08:59","2017-06-13 11:11:47",164
0ddba04798f1c085d0ca93af0e91f6c1,52c5e13fda94ceb769df5565b3415466,"2018-02-14 16:38:59","2018-02-14 16:38:58",0
0df55f5accedda71bda8f4c7f590951f,fa9832914e7afeaf41fc9fbda5ca335f,"2018-02-14 20:48:53","2017-12-03 21:31:23",73
0e06af8004ffd01a3461e768f9f659aa,55d599a99424bf5a0293a84f8f65a13f,"2017-11-19 16:20:52","2017-09-04 18:07:35",76
0e37a80826485260170d428b06df0ab6,d9eb574d9db751d3a86c7bf179ec2853,"2017-09-12 14:29:16","2017-09-12 09:22:25",0
0e381ce773b382849206115413009851,21af06c81b813d390e6f5df558fdbc3c,"2018-08-03 13:54:39","2018-07-23 12:28:19",11
0e3c753956e35026b965d9ac3590c5af,b61a2f7167a516d76088020bc63b4f7b,"2017-08-08 12:49:02","2017-08-08 12:49:01",0
0e4cb268bd62da7db135af6349b4fc2a,3196a24fc5b538fda8fa7664e74c411d,"2017-11-24 13:15:26","2017-11-24 13:15:25",0
0e4cb268bd62da7db135af6349b4fc2a,bee571b51c70e572478812165da701dc,"2017-11-24 20:39:01","2017-11-24 13:15:26",0
0e4d012fac3d20c033e0284fb6d2ea6a,803aa4666b8c108ee27e65f64ad038fc,"2018-08-21 22:44:15","2018-04-30 19:40:57",113
0e730550dfc5d7f1cea73484bb2e0249,1607aa1dabb96d104838f96ccb72f225,"2018-03-06 08:37:03","2018-02-22 00:41:09",12
0e78a1b66adee5bb3a6f014714f79cf4,6a8400c1ae628fd6e3770950582c8b99,"2018-04-05 15:34:33","2018-04-05 15:24:37",0
0e850ed5adc4abe0346435eda5b1a626,0544030711e50ec2cb6c15764d22891a,"2018-04-12 17:36:07","2018-04-12 17:36:07",0
0ea353565cdde00e1d8352a08290a352,4e7994addb0e4622199601af5b9c9ed3,"2017-08-25 17:53:24","2017-02-21 16:40:07",185
0ecc403ec5d6ce000fd84f00cd5efb0a,26f12055119a6272956b9ceaef2a6233,"2017-11-30 16:09:58","2017-11-30 16:09:58",0
0ecf7f65b5ff3b9e61b637e59f495e0a,c4f710df20f7d1500da1aef81a993f65,"2016-10-10 15:50:01","2016-10-10 15:49:59",0
